artifact,family,stage,role,tracked_in_git,purpose,claims_resting_on_it,training_split,evaluated_on_split,number_of_predictors,validation_pr_auc,validation_roc_auc,best_iteration,maximum_estimators,estimator_cap_reached,early_stopping_triggered,test_evaluated,metrics_manifest_found,metadata_manifest_found,limitations,not_suitable_for
graphsage_card1_encoder_cross_fitted.pt,graphsage_encoder,G1,encoder,True,"The trained GraphSAGE encoder producing the per-transaction embeddings the G1 model consumes. Not a classifier: it emits vectors, and carries no metrics of its own beyond training loss.",Inputs to the G1 model and its controls,train,,,,,,,,,False,False,True,"Trained on the 2019 IEEE-CIS competition dataset; nothing here has been validated against current fraud patterns. | Selected and compared on the validation split. The held-out test split is unused, so every number in this project is a validation number. | Output scores are not probabilities. Class weighting distorts the scale, and the measured distortion is under-prediction on the low-score bulk rather than the inflation the weighting would suggest.","Not a deployable fraud model. No production monitoring, no drift handling, no calibrated probability output, no evaluation on unseen data. Suitable only for reproducing and extending this project's measurements."
graphsage_card1_encoder_cross_fitted_fold0.pt,graphsage_encoder,G1,encoder,True,"The trained GraphSAGE encoder producing the per-transaction embeddings the G1 model consumes. Not a classifier: it emits vectors, and carries no metrics of its own beyond training loss.",Inputs to the G1 model and its controls,train,,,,,,,,,False,False,True,"Trained on the 2019 IEEE-CIS competition dataset; nothing here has been validated against current fraud patterns. | Selected and compared on the validation split. The held-out test split is unused, so every number in this project is a validation number. | Output scores are not probabilities. Class weighting distorts the scale, and the measured distortion is under-prediction on the low-score bulk rather than the inflation the weighting would suggest.","Not a deployable fraud model. No production monitoring, no drift handling, no calibrated probability output, no evaluation on unseen data. Suitable only for reproducing and extending this project's measurements."
graphsage_card1_encoder_cross_fitted_fold1.pt,graphsage_encoder,G1,encoder,True,"The trained GraphSAGE encoder producing the per-transaction embeddings the G1 model consumes. Not a classifier: it emits vectors, and carries no metrics of its own beyond training loss.",Inputs to the G1 model and its controls,train,,,,,,,,,False,False,True,"Trained on the 2019 IEEE-CIS competition dataset; nothing here has been validated against current fraud patterns. | Selected and compared on the validation split. The held-out test split is unused, so every number in this project is a validation number. | Output scores are not probabilities. Class weighting distorts the scale, and the measured distortion is under-prediction on the low-score bulk rather than the inflation the weighting would suggest.","Not a deployable fraud model. No production monitoring, no drift handling, no calibrated probability output, no evaluation on unseen data. Suitable only for reproducing and extending this project's measurements."
graphsage_card1_encoder_cross_fitted_fold2.pt,graphsage_encoder,G1,encoder,True,"The trained GraphSAGE encoder producing the per-transaction embeddings the G1 model consumes. Not a classifier: it emits vectors, and carries no metrics of its own beyond training loss.",Inputs to the G1 model and its controls,train,,,,,,,,,False,False,True,"Trained on the 2019 IEEE-CIS competition dataset; nothing here has been validated against current fraud patterns. | Selected and compared on the validation split. The held-out test split is unused, so every number in this project is a validation number. | Output scores are not probabilities. Class weighting distorts the scale, and the measured distortion is under-prediction on the low-score bulk rather than the inflation the weighting would suggest.","Not a deployable fraud model. No production monitoring, no drift handling, no calibrated probability output, no evaluation on unseen data. Suitable only for reproducing and extending this project's measurements."
graphsage_card1_encoder_extended_budget.pt,graphsage_encoder,G1,encoder,True,"The trained GraphSAGE encoder producing the per-transaction embeddings the G1 model consumes. Not a classifier: it emits vectors, and carries no metrics of its own beyond training loss.",Inputs to the G1 model and its controls,train,,,,,,,,,False,False,True,"Trained on the 2019 IEEE-CIS competition dataset; nothing here has been validated against current fraud patterns. | Selected and compared on the validation split. The held-out test split is unused, so every number in this project is a validation number. | Output scores are not probabilities. Class weighting distorts the scale, and the measured distortion is under-prediction on the low-score bulk rather than the inflation the weighting would suggest.","Not a deployable fraud model. No production monitoring, no drift handling, no calibrated probability output, no evaluation on unseen data. Suitable only for reproducing and extending this project's measurements."
graphsage_card1_encoder_neighbourhood_only.pt,graphsage_encoder,G1,encoder,True,"The trained GraphSAGE encoder producing the per-transaction embeddings the G1 model consumes. Not a classifier: it emits vectors, and carries no metrics of its own beyond training loss.",Inputs to the G1 model and its controls,train,,,,,,,,,False,False,True,"Trained on the 2019 IEEE-CIS competition dataset; nothing here has been validated against current fraud patterns. | Selected and compared on the validation split. The held-out test split is unused, so every number in this project is a validation number. | Output scores are not probabilities. Class weighting distorts the scale, and the measured distortion is under-prediction on the low-score bulk rather than the inflation the weighting would suggest.","Not a deployable fraud model. No production monitoring, no drift handling, no calibrated probability output, no evaluation on unseen data. Suitable only for reproducing and extending this project's measurements."
lightgbm_b1_card1.txt,b1_relational_variant,B1,relational_variant,True,"The baseline plus four hand-written history summaries over one entity definition. card1 is the variant carrying the headline relational gain; card_core_addr1 is the original relation, whose apparent signal proved to be a missingness sentinel.",The +0.00630 relational gain (card1 only) | The graph-stage recovery target,train,validation,439.0,0.6550391328616743,0.9280732137984835,5999.0,6000.0,True,False,False,True,True,"Trained under the 6,000-estimator cap that the convergence check found binding. This run stopped at the cap rather than converging, so its figure understates the model; quote the converged (cap 15,000) measurement instead. | Trained on the 2019 IEEE-CIS competition dataset; nothing here has been validated against current fraud patterns. | Selected and compared on the validation split. The held-out test split is unused, so every number in this project is a validation number. | Output scores are not probabilities. Class weighting distorts the scale, and the measured distortion is under-prediction on the low-score bulk rather than the inflation the weighting would suggest.","Not a deployable fraud model. No production monitoring, no drift handling, no calibrated probability output, no evaluation on unseen data. Suitable only for reproducing and extending this project's measurements."
lightgbm_b1_card1_card2.txt,b1_relational_variant,B1,relational_variant,True,"The baseline plus four hand-written history summaries over one entity definition. card1 is the variant carrying the headline relational gain; card_core_addr1 is the original relation, whose apparent signal proved to be a missingness sentinel.",The +0.00630 relational gain (card1 only) | The graph-stage recovery target,train,validation,439.0,0.6546501801821268,0.9270250358674262,6000.0,6000.0,True,False,False,True,True,"Trained under the 6,000-estimator cap that the convergence check found binding. This run stopped at the cap rather than converging, so its figure understates the model; quote the converged (cap 15,000) measurement instead. | Trained on the 2019 IEEE-CIS competition dataset; nothing here has been validated against current fraud patterns. | Selected and compared on the validation split. The held-out test split is unused, so every number in this project is a validation number. | Output scores are not probabilities. Class weighting distorts the scale, and the measured distortion is under-prediction on the low-score bulk rather than the inflation the weighting would suggest.","Not a deployable fraud model. No production monitoring, no drift handling, no calibrated probability output, no evaluation on unseen data. Suitable only for reproducing and extending this project's measurements."
lightgbm_b1_card_core_addr1.txt,b1_relational_variant,B1,relational_variant,True,"The baseline plus four hand-written history summaries over one entity definition. card1 is the variant carrying the headline relational gain; card_core_addr1 is the original relation, whose apparent signal proved to be a missingness sentinel.",The +0.00630 relational gain (card1 only) | The graph-stage recovery target,train,validation,439.0,0.6440069846908768,0.9234770312389429,5973.0,6000.0,True,False,False,True,True,"Trained under the 6,000-estimator cap that the convergence check found binding. This run stopped at the cap rather than converging, so its figure understates the model; quote the converged (cap 15,000) measurement instead. | Trained on the 2019 IEEE-CIS competition dataset; nothing here has been validated against current fraud patterns. | Selected and compared on the validation split. The held-out test split is unused, so every number in this project is a validation number. | Output scores are not probabilities. Class weighting distorts the scale, and the measured distortion is under-prediction on the low-score bulk rather than the inflation the weighting would suggest.","Not a deployable fraud model. No production monitoring, no drift handling, no calibrated probability output, no evaluation on unseen data. Suitable only for reproducing and extending this project's measurements."
lightgbm_baseline.txt,b0_frozen_baseline,B0,frozen_baseline,True,The tabular baseline every other number in this project is measured against. Selected over three alternatives by controlled comparison.,The +0.00630 B1-card1 relational gain | The -0.02093 G1-card1 graph deficit | Every ablation and null-control delta,train,validation,435.0,0.6491385746479026,0.925020356086887,5821.0,6000.0,True,False,False,True,True,"Trained under the 6,000-estimator cap that the convergence check found binding. This run stopped at the cap rather than converging, so its figure understates the model; quote the converged (cap 15,000) measurement instead. | Trained on the 2019 IEEE-CIS competition dataset; nothing here has been validated against current fraud patterns. | Selected and compared on the validation split. The held-out test split is unused, so every number in this project is a validation number. | Output scores are not probabilities. Class weighting distorts the scale, and the measured distortion is under-prediction on the low-score bulk rather than the inflation the weighting would suggest.","Not a deployable fraud model. No production monitoring, no drift handling, no calibrated probability output, no evaluation on unseen data. Suitable only for reproducing and extending this project's measurements."
lightgbm_baseline_original_3000_weighted.txt,b0_discarded_alternative,B0,discarded_alternative,True,"A candidate from the baseline selection, kept as evidence of the comparison rather than discarded. Class weighting at 6,000 rounds was chosen: weighting materially improves PR-AUC at this 3.4% prevalence, and 6,000 rounds beat the original 3,000-round configuration. The weighted_6000 candidate is the one promoted to the frozen baseline, so it and lightgbm_baseline.txt describe the same configuration.",The baseline selection decision only; no downstream claim rests on these,train,validation,435.0,0.6319325654367357,0.9244221422728391,,,,,False,True,True,"Trained on the 2019 IEEE-CIS competition dataset; nothing here has been validated against current fraud patterns. | Selected and compared on the validation split. The held-out test split is unused, so every number in this project is a validation number. | Output scores are not probabilities. Class weighting distorts the scale, and the measured distortion is under-prediction on the low-score bulk rather than the inflation the weighting would suggest.","Not a deployable fraud model. No production monitoring, no drift handling, no calibrated probability output, no evaluation on unseen data. Suitable only for reproducing and extending this project's measurements."
lightgbm_baseline_unweighted_6000.txt,b0_discarded_alternative,B0,discarded_alternative,True,"A candidate from the baseline selection, kept as evidence of the comparison rather than discarded. Class weighting at 6,000 rounds was chosen: weighting materially improves PR-AUC at this 3.4% prevalence, and 6,000 rounds beat the original 3,000-round configuration. The weighted_6000 candidate is the one promoted to the frozen baseline, so it and lightgbm_baseline.txt describe the same configuration.",The baseline selection decision only; no downstream claim rests on these,train,validation,435.0,0.6424168818732201,0.9275411428073237,5065.0,6000.0,False,True,False,True,True,"Trained on the 2019 IEEE-CIS competition dataset; nothing here has been validated against current fraud patterns. | Selected and compared on the validation split. The held-out test split is unused, so every number in this project is a validation number. | Output scores are not probabilities. Class weighting distorts the scale, and the measured distortion is under-prediction on the low-score bulk rather than the inflation the weighting would suggest.","Not a deployable fraud model. No production monitoring, no drift handling, no calibrated probability output, no evaluation on unseen data. Suitable only for reproducing and extending this project's measurements."
lightgbm_baseline_weighted_6000.txt,b0_discarded_alternative,B0,discarded_alternative,True,"A candidate from the baseline selection, kept as evidence of the comparison rather than discarded. Class weighting at 6,000 rounds was chosen: weighting materially improves PR-AUC at this 3.4% prevalence, and 6,000 rounds beat the original 3,000-round configuration. The weighted_6000 candidate is the one promoted to the frozen baseline, so it and lightgbm_baseline.txt describe the same configuration.",The baseline selection decision only; no downstream claim rests on these,train,validation,435.0,0.6491385746479026,0.925020356086887,5821.0,6000.0,True,False,False,True,True,"Trained under the 6,000-estimator cap that the convergence check found binding. This run stopped at the cap rather than converging, so its figure understates the model; quote the converged (cap 15,000) measurement instead. | Trained on the 2019 IEEE-CIS competition dataset; nothing here has been validated against current fraud patterns. | Selected and compared on the validation split. The held-out test split is unused, so every number in this project is a validation number. | Output scores are not probabilities. Class weighting distorts the scale, and the measured distortion is under-prediction on the low-score bulk rather than the inflation the weighting would suggest.","Not a deployable fraud model. No production monitoring, no drift handling, no calibrated probability output, no evaluation on unseen data. Suitable only for reproducing and extending this project's measurements."
lightgbm_g1_card1.txt,g1_graph_model,G1,graph_variant,True,The baseline plus 32 GraphSAGE embedding columns over the card1 transaction graph. Underperforms both the baseline and B1-card1.,"The G1 deficit, and the conclusion that the graph stage did not pay off",train,validation,,0.6264202966198482,0.9138577334326102,5965.0,6000.0,True,False,False,True,True,"Trained under the 6,000-estimator cap that the convergence check found binding. This run stopped at the cap rather than converging, so its figure understates the model; quote the converged (cap 15,000) measurement instead. | Trained on the 2019 IEEE-CIS competition dataset; nothing here has been validated against current fraud patterns. | Selected and compared on the validation split. The held-out test split is unused, so every number in this project is a validation number. | Output scores are not probabilities. Class weighting distorts the scale, and the measured distortion is under-prediction on the low-score bulk rather than the inflation the weighting would suggest.","Not a deployable fraud model. No production monitoring, no drift handling, no calibrated probability output, no evaluation on unseen data. Suitable only for reproducing and extending this project's measurements."
lightgbm_g1_control_cross_fitted.txt,g1_attribution_control,G1,attribution_control,True,"Separates encoder confounds from the graph verdict: whether the deficit came from encoder overfitting, too small a budget, the neighbourhood definition, or simply from adding 32 columns. The shuffled-embedding control established that a randomly-aligned 32-column block explains most of the gap by dilution alone.",The attribution of the G1 deficit to dilution rather than to graph structure,train,validation,,0.579477810853414,0.9041813931580812,3736.0,6000.0,False,True,False,True,True,"Trained on the 2019 IEEE-CIS competition dataset; nothing here has been validated against current fraud patterns. | Selected and compared on the validation split. The held-out test split is unused, so every number in this project is a validation number. | Output scores are not probabilities. Class weighting distorts the scale, and the measured distortion is under-prediction on the low-score bulk rather than the inflation the weighting would suggest.","Not a deployable fraud model. No production monitoring, no drift handling, no calibrated probability output, no evaluation on unseen data. Suitable only for reproducing and extending this project's measurements."
lightgbm_g1_control_extended_budget.txt,g1_attribution_control,G1,attribution_control,True,"Separates encoder confounds from the graph verdict: whether the deficit came from encoder overfitting, too small a budget, the neighbourhood definition, or simply from adding 32 columns. The shuffled-embedding control established that a randomly-aligned 32-column block explains most of the gap by dilution alone.",The attribution of the G1 deficit to dilution rather than to graph structure,train,validation,,0.6148507952248832,0.9107839810299417,5999.0,6000.0,True,False,False,True,True,"Trained under the 6,000-estimator cap that the convergence check found binding. This run stopped at the cap rather than converging, so its figure understates the model; quote the converged (cap 15,000) measurement instead. | Trained on the 2019 IEEE-CIS competition dataset; nothing here has been validated against current fraud patterns. | Selected and compared on the validation split. The held-out test split is unused, so every number in this project is a validation number. | Output scores are not probabilities. Class weighting distorts the scale, and the measured distortion is under-prediction on the low-score bulk rather than the inflation the weighting would suggest.","Not a deployable fraud model. No production monitoring, no drift handling, no calibrated probability output, no evaluation on unseen data. Suitable only for reproducing and extending this project's measurements."
lightgbm_g1_control_neighbourhood_only.txt,g1_attribution_control,G1,attribution_control,True,"Separates encoder confounds from the graph verdict: whether the deficit came from encoder overfitting, too small a budget, the neighbourhood definition, or simply from adding 32 columns. The shuffled-embedding control established that a randomly-aligned 32-column block explains most of the gap by dilution alone.",The attribution of the G1 deficit to dilution rather than to graph structure,train,validation,,0.6449401068302887,0.9223389181303113,5968.0,6000.0,True,False,False,True,True,"Trained under the 6,000-estimator cap that the convergence check found binding. This run stopped at the cap rather than converging, so its figure understates the model; quote the converged (cap 15,000) measurement instead. | Trained on the 2019 IEEE-CIS competition dataset; nothing here has been validated against current fraud patterns. | Selected and compared on the validation split. The held-out test split is unused, so every number in this project is a validation number. | Output scores are not probabilities. Class weighting distorts the scale, and the measured distortion is under-prediction on the low-score bulk rather than the inflation the weighting would suggest.","Not a deployable fraud model. No production monitoring, no drift handling, no calibrated probability output, no evaluation on unseen data. Suitable only for reproducing and extending this project's measurements."
lightgbm_g1_control_shuffled_embedding.txt,g1_attribution_control,G1,attribution_control,True,"Separates encoder confounds from the graph verdict: whether the deficit came from encoder overfitting, too small a budget, the neighbourhood definition, or simply from adding 32 columns. The shuffled-embedding control established that a randomly-aligned 32-column block explains most of the gap by dilution alone.",The attribution of the G1 deficit to dilution rather than to graph structure,train,validation,,0.6295707470030312,0.9186791958874327,5979.0,6000.0,True,False,False,True,True,"Trained under the 6,000-estimator cap that the convergence check found binding. This run stopped at the cap rather than converging, so its figure understates the model; quote the converged (cap 15,000) measurement instead. | Trained on the 2019 IEEE-CIS competition dataset; nothing here has been validated against current fraud patterns. | Selected and compared on the validation split. The held-out test split is unused, so every number in this project is a validation number. | Output scores are not probabilities. Class weighting distorts the scale, and the measured distortion is under-prediction on the low-score bulk rather than the inflation the weighting would suggest.","Not a deployable fraud model. No production monitoring, no drift handling, no calibrated probability output, no evaluation on unseen data. Suitable only for reproducing and extending this project's measurements."
permuted_null/lightgbm_permuted_card1__cap15000_permseed1.txt,permuted_entity_null,B1,null_control,False,"The relational features rebuilt on a permuted card1 assignment, breaking the transaction-to-entity correspondence while preserving every distribution. Separates genuine entity history from a split-search artifact of adding four numeric columns.","That the B1 gain is attributable to entity history rather than to split-search noise, which is what makes the result causal",train,validation,439.0,0.6492298273037419,0.9235346386362522,9390.0,15000.0,False,True,False,True,True,"Trained on the 2019 IEEE-CIS competition dataset; nothing here has been validated against current fraud patterns. | Selected and compared on the validation split. The held-out test split is unused, so every number in this project is a validation number. | Output scores are not probabilities. Class weighting distorts the scale, and the measured distortion is under-prediction on the low-score bulk rather than the inflation the weighting would suggest.","Not a deployable fraud model. No production monitoring, no drift handling, no calibrated probability output, no evaluation on unseen data. Suitable only for reproducing and extending this project's measurements."
permuted_null/lightgbm_permuted_card1__cap15000_permseed2.txt,permuted_entity_null,B1,null_control,False,"The relational features rebuilt on a permuted card1 assignment, breaking the transaction-to-entity correspondence while preserving every distribution. Separates genuine entity history from a split-search artifact of adding four numeric columns.","That the B1 gain is attributable to entity history rather than to split-search noise, which is what makes the result causal",train,validation,439.0,0.6432257980510504,0.9236801098043878,5617.0,15000.0,False,True,False,True,True,"Trained on the 2019 IEEE-CIS competition dataset; nothing here has been validated against current fraud patterns. | Selected and compared on the validation split. The held-out test split is unused, so every number in this project is a validation number. | Output scores are not probabilities. Class weighting distorts the scale, and the measured distortion is under-prediction on the low-score bulk rather than the inflation the weighting would suggest.","Not a deployable fraud model. No production monitoring, no drift handling, no calibrated probability output, no evaluation on unseen data. Suitable only for reproducing and extending this project's measurements."
permuted_null/lightgbm_permuted_card1__cap15000_permseed3.txt,permuted_entity_null,B1,null_control,False,"The relational features rebuilt on a permuted card1 assignment, breaking the transaction-to-entity correspondence while preserving every distribution. Separates genuine entity history from a split-search artifact of adding four numeric columns.","That the B1 gain is attributable to entity history rather than to split-search noise, which is what makes the result causal",train,validation,439.0,0.6457649646571112,0.9226498366674643,8644.0,15000.0,False,True,False,True,True,"Trained on the 2019 IEEE-CIS competition dataset; nothing here has been validated against current fraud patterns. | Selected and compared on the validation split. The held-out test split is unused, so every number in this project is a validation number. | Output scores are not probabilities. Class weighting distorts the scale, and the measured distortion is under-prediction on the low-score bulk rather than the inflation the weighting would suggest.","Not a deployable fraud model. No production monitoring, no drift handling, no calibrated probability output, no evaluation on unseen data. Suitable only for reproducing and extending this project's measurements."
seed_variance/lightgbm_b0_seed1337.txt,seed_variance_panel,protocol,seed_panel,False,One run of the five-seed panel measuring how far refitting alone moves a paired delta. Supplies the clean-stratum noise floor of 0.00051 that every other comparison is judged against.,The noise floor used across the project,train,validation,435.0,0.6427950031831541,0.9240471369473255,5999.0,6000.0,True,False,False,True,True,"Trained under the 6,000-estimator cap that the convergence check found binding. This run stopped at the cap rather than converging, so its figure understates the model; quote the converged (cap 15,000) measurement instead. | Trained on the 2019 IEEE-CIS competition dataset; nothing here has been validated against current fraud patterns. | Selected and compared on the validation split. The held-out test split is unused, so every number in this project is a validation number. | Output scores are not probabilities. Class weighting distorts the scale, and the measured distortion is under-prediction on the low-score bulk rather than the inflation the weighting would suggest.","Not a deployable fraud model. No production monitoring, no drift handling, no calibrated probability output, no evaluation on unseen data. Suitable only for reproducing and extending this project's measurements."
seed_variance/lightgbm_b0_seed202.txt,seed_variance_panel,protocol,seed_panel,False,One run of the five-seed panel measuring how far refitting alone moves a paired delta. Supplies the clean-stratum noise floor of 0.00051 that every other comparison is judged against.,The noise floor used across the project,train,validation,435.0,0.6401243307263832,0.9252834785466324,3648.0,6000.0,False,True,False,True,True,"Trained on the 2019 IEEE-CIS competition dataset; nothing here has been validated against current fraud patterns. | Selected and compared on the validation split. The held-out test split is unused, so every number in this project is a validation number. | Output scores are not probabilities. Class weighting distorts the scale, and the measured distortion is under-prediction on the low-score bulk rather than the inflation the weighting would suggest.","Not a deployable fraud model. No production monitoring, no drift handling, no calibrated probability output, no evaluation on unseen data. Suitable only for reproducing and extending this project's measurements."
seed_variance/lightgbm_b0_seed2024.txt,seed_variance_panel,protocol,seed_panel,False,One run of the five-seed panel measuring how far refitting alone moves a paired delta. Supplies the clean-stratum noise floor of 0.00051 that every other comparison is judged against.,The noise floor used across the project,train,validation,435.0,0.6486077750859758,0.9238690305545101,5984.0,6000.0,True,False,False,True,True,"Trained under the 6,000-estimator cap that the convergence check found binding. This run stopped at the cap rather than converging, so its figure understates the model; quote the converged (cap 15,000) measurement instead. | Trained on the 2019 IEEE-CIS competition dataset; nothing here has been validated against current fraud patterns. | Selected and compared on the validation split. The held-out test split is unused, so every number in this project is a validation number. | Output scores are not probabilities. Class weighting distorts the scale, and the measured distortion is under-prediction on the low-score bulk rather than the inflation the weighting would suggest.","Not a deployable fraud model. No production monitoring, no drift handling, no calibrated probability output, no evaluation on unseen data. Suitable only for reproducing and extending this project's measurements."
seed_variance/lightgbm_b0_seed42.txt,seed_variance_panel,protocol,seed_panel,False,One run of the five-seed panel measuring how far refitting alone moves a paired delta. Supplies the clean-stratum noise floor of 0.00051 that every other comparison is judged against.,The noise floor used across the project,train,validation,435.0,0.6491385746479026,0.925020356086887,5821.0,6000.0,True,False,False,True,True,"Trained under the 6,000-estimator cap that the convergence check found binding. This run stopped at the cap rather than converging, so its figure understates the model; quote the converged (cap 15,000) measurement instead. | Trained on the 2019 IEEE-CIS competition dataset; nothing here has been validated against current fraud patterns. | Selected and compared on the validation split. The held-out test split is unused, so every number in this project is a validation number. | Output scores are not probabilities. Class weighting distorts the scale, and the measured distortion is under-prediction on the low-score bulk rather than the inflation the weighting would suggest.","Not a deployable fraud model. No production monitoring, no drift handling, no calibrated probability output, no evaluation on unseen data. Suitable only for reproducing and extending this project's measurements."
seed_variance/lightgbm_b0_seed707.txt,seed_variance_panel,protocol,seed_panel,False,One run of the five-seed panel measuring how far refitting alone moves a paired delta. Supplies the clean-stratum noise floor of 0.00051 that every other comparison is judged against.,The noise floor used across the project,train,validation,435.0,0.6448074292639031,0.9242728395786786,5926.0,6000.0,True,False,False,True,True,"Trained under the 6,000-estimator cap that the convergence check found binding. This run stopped at the cap rather than converging, so its figure understates the model; quote the converged (cap 15,000) measurement instead. | Trained on the 2019 IEEE-CIS competition dataset; nothing here has been validated against current fraud patterns. | Selected and compared on the validation split. The held-out test split is unused, so every number in this project is a validation number. | Output scores are not probabilities. Class weighting distorts the scale, and the measured distortion is under-prediction on the low-score bulk rather than the inflation the weighting would suggest.","Not a deployable fraud model. No production monitoring, no drift handling, no calibrated probability output, no evaluation on unseen data. Suitable only for reproducing and extending this project's measurements."
seed_variance/lightgbm_b1_card1_seed1337.txt,seed_variance_panel,protocol,seed_panel,False,One run of the five-seed panel measuring how far refitting alone moves a paired delta. Supplies the clean-stratum noise floor of 0.00051 that every other comparison is judged against.,The noise floor used across the project,train,validation,439.0,0.6494227514093047,0.926360125830543,5994.0,6000.0,True,False,False,True,True,"Trained under the 6,000-estimator cap that the convergence check found binding. This run stopped at the cap rather than converging, so its figure understates the model; quote the converged (cap 15,000) measurement instead. | Trained on the 2019 IEEE-CIS competition dataset; nothing here has been validated against current fraud patterns. | Selected and compared on the validation split. The held-out test split is unused, so every number in this project is a validation number. | Output scores are not probabilities. Class weighting distorts the scale, and the measured distortion is under-prediction on the low-score bulk rather than the inflation the weighting would suggest.","Not a deployable fraud model. No production monitoring, no drift handling, no calibrated probability output, no evaluation on unseen data. Suitable only for reproducing and extending this project's measurements."
seed_variance/lightgbm_b1_card1_seed202.txt,seed_variance_panel,protocol,seed_panel,False,One run of the five-seed panel measuring how far refitting alone moves a paired delta. Supplies the clean-stratum noise floor of 0.00051 that every other comparison is judged against.,The noise floor used across the project,train,validation,439.0,0.6541478750734566,0.9271781931459433,5999.0,6000.0,True,False,False,True,True,"Trained under the 6,000-estimator cap that the convergence check found binding. This run stopped at the cap rather than converging, so its figure understates the model; quote the converged (cap 15,000) measurement instead. | Trained on the 2019 IEEE-CIS competition dataset; nothing here has been validated against current fraud patterns. | Selected and compared on the validation split. The held-out test split is unused, so every number in this project is a validation number. | Output scores are not probabilities. Class weighting distorts the scale, and the measured distortion is under-prediction on the low-score bulk rather than the inflation the weighting would suggest.","Not a deployable fraud model. No production monitoring, no drift handling, no calibrated probability output, no evaluation on unseen data. Suitable only for reproducing and extending this project's measurements."
seed_variance/lightgbm_b1_card1_seed2024.txt,seed_variance_panel,protocol,seed_panel,False,One run of the five-seed panel measuring how far refitting alone moves a paired delta. Supplies the clean-stratum noise floor of 0.00051 that every other comparison is judged against.,The noise floor used across the project,train,validation,439.0,0.6497407856971592,0.9267411186360439,4651.0,6000.0,False,True,False,True,True,"Trained on the 2019 IEEE-CIS competition dataset; nothing here has been validated against current fraud patterns. | Selected and compared on the validation split. The held-out test split is unused, so every number in this project is a validation number. | Output scores are not probabilities. Class weighting distorts the scale, and the measured distortion is under-prediction on the low-score bulk rather than the inflation the weighting would suggest.","Not a deployable fraud model. No production monitoring, no drift handling, no calibrated probability output, no evaluation on unseen data. Suitable only for reproducing and extending this project's measurements."
seed_variance/lightgbm_b1_card1_seed42.txt,seed_variance_panel,protocol,seed_panel,False,One run of the five-seed panel measuring how far refitting alone moves a paired delta. Supplies the clean-stratum noise floor of 0.00051 that every other comparison is judged against.,The noise floor used across the project,train,validation,439.0,0.6550391328616743,0.9280732137984835,5999.0,6000.0,True,False,False,True,True,"Trained under the 6,000-estimator cap that the convergence check found binding. This run stopped at the cap rather than converging, so its figure understates the model; quote the converged (cap 15,000) measurement instead. | Trained on the 2019 IEEE-CIS competition dataset; nothing here has been validated against current fraud patterns. | Selected and compared on the validation split. The held-out test split is unused, so every number in this project is a validation number. | Output scores are not probabilities. Class weighting distorts the scale, and the measured distortion is under-prediction on the low-score bulk rather than the inflation the weighting would suggest.","Not a deployable fraud model. No production monitoring, no drift handling, no calibrated probability output, no evaluation on unseen data. Suitable only for reproducing and extending this project's measurements."
seed_variance/lightgbm_b1_card1_seed707.txt,seed_variance_panel,protocol,seed_panel,False,One run of the five-seed panel measuring how far refitting alone moves a paired delta. Supplies the clean-stratum noise floor of 0.00051 that every other comparison is judged against.,The noise floor used across the project,train,validation,439.0,0.6426453686404109,0.9273633899755858,3644.0,6000.0,False,True,False,True,True,"Trained on the 2019 IEEE-CIS competition dataset; nothing here has been validated against current fraud patterns. | Selected and compared on the validation split. The held-out test split is unused, so every number in this project is a validation number. | Output scores are not probabilities. Class weighting distorts the scale, and the measured distortion is under-prediction on the low-score bulk rather than the inflation the weighting would suggest.","Not a deployable fraud model. No production monitoring, no drift handling, no calibrated probability output, no evaluation on unseen data. Suitable only for reproducing and extending this project's measurements."
